ï»¿userName,content,at,score
ip. MAN,"['kesini', 'mahalsinyal', 'jelek', 'cek', 'pulsa', 'pakai', 'sial', 'error', 'terusbuka', 'aplikasi', 'gangguandi', 'pesan', 'wa', 'jawaba', 'nomor', 'andajelas2', 'isi', 'pulsa', '100ribu', 'tidak']",26/01/2024 13:35,1
Jahiya tari,"['mantap', 'jiwa']",26/01/2024 15:10,1
Meiga Lettucia,"['baiktapi', 'seringkali', 'harga', 'ubah', 'ubah', 'cuaca', 'mendung', 'lambat']",22/01/2024 09:56,3
Rizky Noer,"['banget', 'beli', 'data', 'pakai', 'gopay', 'gopay', 'potong', 'data', 'tidak', 'masuk', 'beli', 'data', 'abispadahal', 'dipake', 'wa', 'doang', 'ganti', 'xl', 'barusan', 'beli', 'gopaygopay', 'potong', 'data', 'tidak', 'masuk']",31/01/2024 05:22,1
iekha ariz,['ok'],13/01/2024 06:34,5
Mel Leob,['bagus'],14/01/2024 10:37,5
Siti jubaedah Situ jubaedah,['yuo'],10/01/2024 09:05,5
Suhendar Suhendar,['puass'],12/01/2024 07:24,5
vivofaza458 (Muhammad FazaRyanSyah),['bagus'],28/01/2024 11:09,5
julian suprabowo,"['beli', 'pulsa', 'sulit', 'gagal', 'melulu', 'proses', 'bayar']",21/01/2024 04:05,2
Palanta Cafe,[],27/01/2024 16:30,5
Fahrul teguh miskamto,['bagus'],18/01/2024 11:16,5
Fahma Azkia,[],17/01/2024 22:23,5
Karnadi Jo,['lelet'],28/01/2024 02:07,1
Nuno Al Farzana,"['beli', 'kuota', '50k', '20gb', '50k', '12gb', 'lebih baik', 'telkomsel']",21/01/2024 08:45,2
David Alfaruq,['bagus'],25/01/2024 22:49,5
Sam notna Arema,"['jam2', 'paket', 'habis', 'aktif', 'paket', '1', 'gb', 'sinyal', 'bikin', 'error', 'kecewa']",20/01/2024 08:59,1
Yogi Swara,"['aplikasi', 'suka', 'nge', 'bug', 'buka', 'loading', 'screen', 'melulu', 'nga', 'buka', 'menu', 'utama']",30/01/2024 23:06,1
Nayra Pga,['muda'],12/01/2024 08:31,5
Julia Karmita,"['rena', 'bagus']",30/01/2024 06:59,5
Habnun Nur,"['bagaimanaya', 'aplikasi', 'tidak', 'dibukak']",19/01/2024 07:27,1
Muhamad Rauf Rahmadhani,"['sinyal', 'myim3', 'hilang', 'hujan', 'hujan', 'sinyal', 'bagus']",25/01/2024 12:28,1
Farid Yao Chen,"['tidak', 'bahas', 'aplikasi', 'iya', 'bahas', 'kendala', '1', 'sedot', 'pulsa', 'tidak', 'pakai', 'isi', 'pulsa', 'pulsa', 'sedot', 'tidak', 'aktif', 'data', 'seluler', 'telpon', 'sms', '2', 'jaring', 'cepat', 'cepat', 'internet', 'mentok', '10mbps', 'kadang', '24mbps', '3', 'hujan', 'sinyal', '4', 'tidak', 'bonus', 'kuota', 'tidak', 'axis', 'xl', '5', 'kuota', 'mahal', 'sinyal', 'ampes', '6', 'main', 'game', 'online', 'sinyal', 'bagus', 'disconek', 'sebentar', 'bagus', 'memang', 'sono', 'apagimana']",29/01/2024 06:26,1
Kristina Puspita,"['indosat', 'tidak jelas', 'troblenya']",26/01/2024 22:32,1
faris aldyansah,"['semenjak', 'tri', 'gabung', 'indosat', 'sinyal', 'jelek', 'banget', 'kota', 'jakarta', 'kyak', 'hutan', 'korupsi', 'banget', 'iya', 'beli', 'paket', 'mahal', 'hasil']",17/01/2024 07:21,1
Romansyah Agus,"['nudah', 'cewek', 'kuota', 'beli', 'pulsa', 'garibet']",28/01/2024 06:46,5
Imam Prasetiya,"['isi', 'kuota', 'dalem', 'proses', 'kuota', 'habis', 'selesai', 'dproses', 'parah', 'layan']",10/01/2024 00:37,1
Kaefzethaa 17,"['tidak jelas', 'im3', 'cek', 'kuota', 'aplikasi', 'nya', '15gb', 'notif', 'sms', 'ktnya', 'kuota', 'tnggal', '400mb', 'an', 'paket', 'mahal', 'banget', 'beli', 'kuota', 'anying']",28/01/2024 00:38,1
Ruslani Rualani,"['internet', 'lemooot', 'ampun', 'dahhancuuurrr', 'pupus', 'harap', 'im3', 'benahin', 'bossdi', 'pulsa', 'hilang', 'gak', 'paket', 'langgan', 'panjang', 'otomatis', 'pinjam', 'pulsa', 'darurat', 'bayar', 'mana', 'sisa', 'pulsa', 'hilang', 'misterius', 'aneh', 'bangetkacauuuuuu']",26/01/2024 13:30,1
Ammar P,"['iya', 'murah', 'paket', 'pilih']",29/01/2024 09:58,5
Andre Keche,"['keren', 'event', 'tarik']",13/01/2024 01:40,5
Waluyo Joko,"['aplikasi', 'nya', 'bagus', 'data', 'kia']",15/01/2024 09:08,5
Mamun Z,"['ko', 'g', 'bonus', 'nya']",24/01/2024 12:05,4
Burik Celleng,"['pulsa', 'gak', 'kesimpen', 'alias', 'diam', 'aplikasi', 'hilang', 'sajakalo', 'steam', 'gak', 'hilang', 'tuh']",26/01/2024 14:00,1
Rony Ersa siregar,"['sumpah', 'baru', 'bug', 'kuota', 'nyaehh', 'tolol']",27/01/2024 17:36,1
Udinn Ndiin,[],10/01/2024 13:51,1
Bohari Muslim,"['senag', 'pakai', 'im3']",13/01/2024 02:48,5
Adam Bastian,[],16/01/2024 12:28,5
Saipul Ipul,['bagus'],24/01/2024 17:19,5
elvin elvin,"['sinyal', 'buruk', 'pindah', 'operator']",28/01/2024 06:28,1
Saiful Fendi,['bagus'],12/01/2024 02:44,4
Madun Ajah,['bagus'],12/01/2024 02:02,5
AL Be Continued Channel,"['paket', 'nya', 'mahal']",10/01/2024 08:52,1
izzah Janatunnisa,"['im3', 'daerah', 'bojong', 'gede', 'banget', 'sinyal', 'diperbaikinnnn', '3hari', 'lelet', 'bangettt', 'auto', 'ganti']",20/01/2024 10:46,2
Udin Saputra,"['isi', 'pulsa', 'dalam', 'ada', 'data', 'sedot', '2024', 'm3', 'gak', 'iya', 'diadain', 'fitur', 'kunci', 'pulsa', 'kaya', 'operator', 'belah', 'tuh', 'fitur', 'pulsa', 'aman', 'gak', 'beli', 'kouta', 'pulsa', 'safenya', 'sedot', 'pulsa', 'aneh', 'ayo', 'baik', 'moga', 'maju']",25/01/2024 13:35,3
wan rusli,['puas'],25/01/2024 12:04,5
Asrofi Romli,['puas'],29/01/2024 03:34,5
Susisusanti1994 Susi,['layan'],31/01/2024 10:25,5
Gunung Rhoma,"['sial', 'cek', 'pulsa', 'error', 'mohon', 'baik', 'terima kasih']",29/01/2024 10:21,3
Nadiatul Hikmah,"['maaf', 'komplain', 'pulsa', 'isi', '30k', 'tanggal', '25', 'januari', '2024', 'tanggal', '26', '27', 'cek', 'pulsa', '30k', 'tanggal', '28', 'januari', '2024', 'pulsa', 'kurang', '28600', 'beli', 'paket', 'kurang', 'cek', 'riwayat', 'transaksi', 'pesan', 'telepon', 'tidak', 'riwayat', 'pakai', 'm3', 'kembaliin', 'iya', 'tidak', 'balikin', 'jelas']",28/01/2024 12:09,1
elviana Sari,['suka'],17/01/2024 20:15,5
NICO AHMED,"['sangatsangat', 'kecewa', 'lihat', 'kerja', 'myim3', 'sungguh', 'kecewa', 'salah', 'kan', 'gemar', 'pakai', 'myim3', 'pindah', 'cepat', 'lambat', 'nya', 'kecewa']",11/01/2024 16:24,1
Risman Prima,"['tidak', 'ridho', 'pulsa', 'potong', 'saraf']",26/01/2024 16:01,2
NiWynmeigrina Wulandari,"['jelek', 'jaring']",12/01/2024 18:37,1
febina indah tiara dewi,"['burikkkkkk', 'bangetttttt', 'kesini', 'gamau', 'langgan']",26/01/2024 13:27,1
Ubaidillah 1992,"['pakai', 'indosat', 'sinyal', 'jelek']",19/01/2024 03:06,1
Sri Devi,['baik'],21/01/2024 12:56,5
Asnan Anandi,"['tidak', 'puas', 'jaring', 'baharu', 'buruk', 'mohon', 'perhati', 'guna', 'nyaman', 'guna', 'nya']",21/01/2024 12:20,1
Saepudin Kmkz,"['jaring', 'nya', 'jelek', 'banget', 'capek', 'guaa']",28/01/2024 10:12,1
reindra septian,['mudah'],30/01/2024 10:26,5
Inyoman Sudana,['top'],22/01/2024 14:08,5
Abdul Azis Nabilah,"['anjing', 'gagal', 'tournament', 'garagara', 'sinyal', 'hilang', 'kecewa']",26/01/2024 13:56,1
Norhayati,"['kuota', 'mahal']",23/01/2024 13:42,3
nevan Pamungkas gaming,"['kuota', 'mahal', 'lag', 'aneh']",26/01/2024 12:50,1
Ihwan Ihwan,['bagus'],28/01/2024 03:47,5
AL ALDIANSYAH99,"['sinyal', 'nya', 'hilang', 'daerah', 'jakarta', 'timur', 'paket', 'mahal', 'sinyal', 'buruk']",26/01/2024 12:42,1
Fortuna 01,['bagus'],12/01/2024 09:19,4
Fajar Hanif Firmansyah,"['my', 'im3', 'baik', 'jaring', 'biar', 'tidak', 'lag', 'teruss']",26/01/2024 12:44,1
Tiara Eka,"['gilak', 'sih', 'im3', 'kesini', 'burukk', 'nya', 'parah', 'sih']",26/01/2024 13:54,1
SUYITNO 79,['baik'],25/01/2024 13:26,5
Sulis Ridwan,['bagusss'],27/01/2024 14:36,4
Muhammad Mulyadi,['bagus'],19/01/2024 14:14,5
Arya Wahyu s,[],22/01/2024 04:05,5
Dahlan alsodikin,['suka'],12/01/2024 00:46,5
Muhammad Haykal Ridho,"['beli', 'hot', 'promo', 'nge', 'lag', 'banget', 'yaaapa', 'emg', 'jaring', 'nya', 'kendala']",18/01/2024 16:20,1
Maya Lestari,['4'],20/01/2024 18:00,4
Suyatno Dekkson,['lambat'],20/01/2024 06:33,3
Smart People,"['provider', 'curi', 'pulsa']",10/01/2024 05:45,1
Rangga ganteng,"['kesini', 'gajelassssssinyal', 'hilangpadahal', 'kota', 'main', 'tbtb', 'hilang', 'sinyalkesal', 'pedahal', 'g', 'teman teman', 'ngerasain', 'im3', 'emg', 'g', 'selancar', 'lebih baik', 'make', 'kartu', 'siiiga', 'kendala']",20/01/2024 02:15,2
Sipa Patonah,"['baru', 'ganggu', 'tidak bisa', 'buka']",25/01/2024 11:09,2
Elsa Zila,['aplikasi'],17/01/2024 04:41,5
Vincensius Tri Fernando,"['jaring', 'kadang', 'hilang', 'tidak', 'thol0l']",13/01/2024 07:52,1
Nuha Nuha,"['pulsa', 'sisa', '5000', 'top', 'up', '25000', '25000', 'matematika', 'indosat', 'emamg']",10/01/2024 16:12,1
Domitila Nomi,"['myim3', 'payah', 'aplikasi', 'nya', 'susah', 'susah', 'buka', 'tidak']",11/01/2024 07:33,1
Egi Baehaki,['goood'],23/01/2024 17:23,5
Abd Fatah Hs,"['hak', 'aktif']",10/01/2024 04:21,5
Achmad fadillah,"['ganti', 'nomor', 'kgk']",14/01/2024 19:23,1
Ketut Gumita,['bagus'],22/01/2024 22:51,5
Jasman Algaster,"['aplikasi', 'cirit']",26/01/2024 14:10,1
chairul fadli,"['make', 'ambil', 'bonus', 'masuk', 'otomatis']",20/01/2024 03:49,5
Briliyan Yuliyanto,"['kesini', 'sinyal', 'tidak ada']",23/01/2024 17:03,1
Abdul Qodir Jaelani (Lann.),"['malam', 'kadang', 'ganggu', 'coo']",27/01/2024 12:50,4
Gojo,"['najis', 'gblook', 'aplikasi', 'tidak jelas']",26/01/2024 13:08,1
Elly Elley,"['gatau', 'aplikasi', 'error']",23/01/2024 11:53,1
Agoenk Top Plus,"['sinyal', 'internet', 'tidak', 'stabil', 'turun', 'cepat', 'bandwith']",28/01/2024 08:37,4
Erik Nurdiansah,"['jaring', 'nya', 'tidak jelas', 'lambat', 'baik']",29/01/2024 10:41,4
Naura Rafail,['bagus'],10/01/2024 13:07,5
Harris Setyawan,"['mahalsinyal', 'susah', 'lelet', 'ganti', 'provider', 'manfaat', 'it']",24/01/2024 15:37,1
Nabila Puspita,['keren'],27/01/2024 04:01,5
Adib Fauzan A.,"['indosat', 'tipu', 'tunggu', 'hadiah', 'impoin', 'mobil', 'gawai', 'motor', 'gak', 'dapatdapat', 'informasi', 'pokok', 'jelekkalo', 'tukar', 'poin', 'hafiah', 'percaya', 'tipu', 'beli', 'kuota', 'tidak', 'berdungsi', 'paksa', 'pakai', 'wifi', 'tipu', 'lebih baik', 'pakai', 'xl', 'telkomsel', 'im3', 'tipu']",26/01/2024 12:34,1
Aprianto Rizky,"['aplikasi', 'jaring', 'bagus', 'susah', 'banget', 'buka', 'bikin', 'kesel']",26/01/2024 13:33,1
Yusra Kautsar,"['aplikasi', 'bug']",11/01/2024 13:35,1
Bit,"['kuota', 'game', '12gb', 'nya', 'baik', 'gak', 'pakai', 'main', 'game', 'online', 'masuk', 'game', 'gak']",19/01/2024 07:49,2
prasetyo arif,"['bagis', 'keren', 'habis']",13/01/2024 10:06,5
Edo aria,['semamgat'],15/01/2024 10:34,5
Sudiarsana,"['konthol', 'paket', 'internet', 'mahal', 'jaring', 'kayak', 'kotor', 'baik', 'minimal', 'jaring', 'internet', 'lancar', 'tidak', 'paket', 'internet', 'nya', 'murah']",27/01/2024 12:57,1
hendy hermawan,"['error', 'melulu', 'iya', 'uda', 'sinyal']",18/01/2024 12:51,1
Giselle 22,['relevan'],24/01/2024 11:56,5
Ronald Sangiian,"['up', 'date', 'my', 'im3', 'nya', 'tidak', 'baharu', 'tidak', 'buka', 'aneh', 'iya', 'up', 'date', 'gke', '4', 'minggu', 'minimal', '5', 'lebih baik', 'hadeuhhhhhtolong', 'nya', 'indosat', 'aplikasi', 'terus', 'baharu']",26/01/2024 13:58,3
Ria Nirmala,"['jaring', 'bagus', 'suka', 'promo', 'love', 'banget', 'im3']",16/01/2024 13:06,5
Fauzan W.N. r,"['aplikasi', 'kadang', 'nge', 'bug', 'salah', 'jaring', 'ampas', 'jarak', 'tower', 'cuman', 'meter', 'sinyal', 'bagus', 'tetep', 'jaring', 'ngilang2', 'tidak jelas']",26/01/2024 19:22,1
lauzainbe lauzainbe,['mantap'],27/01/2024 03:50,5
KUUHAKU,"['sesuai', 'harga', 'tingkat', 'kualiatas', 'jelasjelas', 'semenjak', 'harga', 'sinyal', 'ampas', 'nama', 'harga', 'kualitas', 'harga', 'mahal', 'kualitas', 'busuk', 'gmn', 'ganggu', 'berharihari', 'tidak', 'tanggung', 'jawabancs', 'tidak', 'selesai', 'solutif', 'baik', 'lambatindosat', '2024', 'ngapaingulung', 'tikarmau', 'bantu']",23/01/2024 09:42,1
Abdul Ajriel1,"['hujan', 'sinyal', 'hilang', 'tolol']",19/01/2024 11:19,1
yogi pradana,"['terima kasih', 'my', 'im3']",22/01/2024 06:38,5
Andres pertama,"['beli', 'paket', 'aplikasi', 'im3', 'dana', 'paket', 'gagal', 'masuk', 'saldo', 'dana', 'potong', 'tolong', 'kembali', 'uang', 'paket', 'nya', 'proses']",17/01/2024 03:04,1
panci ajus.,"['cobak', 'bagus', 'tidak', 'bintang']",24/01/2024 23:28,4
Dina Febiyanti,"['oke', 'banget', 'si', 'aplikasi']",19/01/2024 05:14,4
Paisal Hartono,['puas'],29/01/2024 09:16,1
Milow Rinos,['layan'],19/01/2024 04:27,5
Raka Revaldy,"['jaring', 'buruk', 'banget', 'sumpah', 'tidak', 'bohong', 'bohong', 'diri', 'indosat', 'bangkrut']",22/01/2024 16:00,1
Ham Dani,['ok'],10/01/2024 00:02,5
Sie Paluy,"['sinyal', 'im3', 'aneh', 'nonton', 'vidio', 'lancar', 'banget', 'pas', 'main', 'game', 'hilang', 'sinyal', 'aneh', 'im3']",21/01/2024 15:15,1
Latif Fernando,"['nomor', 'tidak', 'verifikasi', 'iya', 'isi', 'pulsaquota', 'nomor']",26/01/2024 13:42,1
Abdullah Hasan,['ok'],11/01/2024 23:13,5
Musrifah Firdziefadhil,['alhamdulilah'],19/01/2024 10:24,5
Moh Riziq,"['bagus', 'mahal']",24/01/2024 20:36,1
VI?NZ,"['g', 'aplikasi', 'nya', 'indosat', 'nya', 'banget', 'sinyal', 'bar', 'penuh', '4g', 'isi', 'kuota', '40gb', 'siapsiap', 'pushrank', 'eh', 'pink', 'penuh', 'merah', 'cuaca', 'aman', 'g', 'mati', 'lampu', 'coba', 'search', 'google', 'g', 'aplikasi', 'nya', 'kadang', 'kadang', 'masuk', 'nya', 'banget', 'kadang', 'kadang', 'paksa', 'tutup', 'buka', 'game', 'aman', 'kaya', 'ml', 'pubg']",26/01/2024 12:55,2
Hari Karhamza,['puas'],23/01/2024 14:18,5
Pranata Mansour nales,"['mantap', 'deh', 'pokok', 'kecewa', 'pakai', 'koneksi', 'buka', 'aplikasi', 'nya', 'tidak', 'kuota', 'tidak bisa', 'buka', 'beli', 'kuota', 'aplikasi', 'nya', 'susah']",19/01/2024 11:05,5
Robby Nugraha,['ok'],30/01/2024 19:01,4
Iksan Maulana,"['tambah', 'bayar', 'bank', 'bsi']",23/01/2024 06:01,5
Csa Kupangtiga,[],21/01/2024 07:30,5
ai aisyah,"['sanngat', 'bagus']",20/01/2024 13:59,5
ruslan XIips,"['koneksi', 'area', 'sorowako', 'kocak', 'benar', 'tidak', 'im', 'sorowako', 'tidak', 'rugi', 'paket', 'koneksi', 'kocak']",15/01/2024 11:30,1
Lulu Ikhwani,"['ko', 'beli', 'kuota', 'pulsa', 'tidak', 'koin', 'yah', 'beli', 'tetep', 'ajah', 'mah', 'buka', 'aplikasi', 'lelet', 'bngt', 'ampun']",10/01/2024 12:00,3
Cunek Rusman,"['aplikasi', 'nya', 'bagus', 'tidak', 'pulsa', 'pilih', 'paket', 'murah']",22/01/2024 07:52,5
Rizki Cell,[],21/01/2024 03:02,5
19 Tahun,"['tranfer', 'pulsa', 'gagal', 'baru', 'bukn', 'nya', 'bagus', 'error']",16/01/2024 09:06,1
FNN Channel,"['jaring', 'buruk', 'indonesia', 'jaring', 'indosat', 'parah', 'banget', 'hujan', 'kecil', 'ganggu', 'hujan', 'deras', 'tidak', 'hujan', 'ganggu', 'berjam2', 'paket', 'mahal', 'kualitas', 'murah']",28/01/2024 07:34,1
Rune GNB adonis Altim,"['bagus', 'tarik']",15/01/2024 05:17,5
Muhammad Sabandi,"['pulsa', 'kurang']",20/01/2024 05:35,1
Deniz Sherinda,"['jozz', 'gandozz']",15/01/2024 07:48,5
Lord M,"['harga', 'mahal', 'sinyal', 'ampas', 'lawak', 'bbi']",25/01/2024 13:56,1
Dian Armieta,"['moga', 'layan', 'depan']",17/01/2024 11:31,5
Alfin Kareskalo,"['500mb', 'jaring', 'sambung', 'ulang', 'jaring', 'erormisalnyaindosat', 'dalam', 'pemilutolong', 'baik']",29/01/2024 12:32,1
Amrisjam68 Sjam,['ok'],20/01/2024 07:49,5
Hermida Spt,"['aplikasi', 'nya', 'bagus']",31/01/2024 14:50,5
Ruddy Sojokertoo,"['m3', 'indosat', 'memang', 'monyet', 'bohong', 'pulsa', 'save', 'tidak', 'takut', 'pulsa', 'hilang', 'sedot', 'eh', 'pulsa', 'sedot', 'habis', 'males', 'guna', 'kartu', 'm3', 'indosat', 'dasar', 'monyet', 'layan', 'jelek']",14/01/2024 22:40,1
Fadil Malik,['bagus'],19/01/2024 08:39,5
safinatun najaa,['ganggu'],11/01/2024 14:30,1
Ilham Ferdiansyah,"['parah', 'provider']",26/01/2024 13:31,1
TUTORIAL UNFAEDAH,"['m3', 'bojonegoro', 'kaya', 'jembotttttt']",19/01/2024 13:30,1
Rery Djasran,['mantap'],20/01/2024 05:21,5
Adit Prasetya,"['lelet', 'muluu']",26/01/2024 12:19,1
Rafli Mavindo,"['lelet', 'mahal', 'serius', 'pakai', 'indosat', 'lebih baik', 'pindah', 'kartu']",22/01/2024 12:16,1
Mutiara Callysta,"['data', 'kuras', 'tidak', 'main', 'game', 'aplikasi', 'butuh', 'data']",25/01/2024 06:01,2
Dino Rizky87,"['pas', 'kerja', 'sinyal', 'error', 'kerja', 'jelek', 'kendara', 'poin', 'aplikasi', 'antar', 'pesan', 'gara', 'gak', 'buka', 'map', 'sinyal', 'error']",26/01/2024 14:11,1
Alam,[],27/01/2024 13:31,5
Iwan Lekon,[],15/01/2024 20:32,5
nanadd,"['isi', 'pulsa', 'pas', 'tuker', 'impoin', 'tidak bisa', 'hasil', 'silah', 'ulang', 'pelit', 'bat']",22/01/2024 03:06,2
perth prthiwi,"['aplikasi', 'tidak', 'error', 'harga', 'kelola', 'aplikasi', 'tidak', 'becus']",22/01/2024 03:08,1
Koja Fc,['mantap'],26/01/2024 09:46,5
polin seventri,"['error', 'melulu', 'bangkee']",26/01/2024 13:55,1
Vicky Aldiansyah,['bagus'],31/01/2024 10:46,5
Adong Rastvara,"['iya', 'teman', 'teman', 'pindah', 'byu', 'sinyal', 'bagus', 'main', 'game', 'gak', 'lelet']",11/01/2024 11:17,1
Siti Marlina,['bagus'],25/01/2024 17:09,1
Dwi Widayati,"['bagus', 'try']",30/01/2024 16:30,1
Ricky Chaniago,"['aplikasi', 'myim3', 'terima', 'kasih']",13/01/2024 10:52,5
abi Manyu pratama,"['sih', 'jaring', 'hilang', 'kocak', 'benar', 'pada', 'paket', 'buruk', 'benar', 'capek', 'gin', 'oy', 'kacau', 'indosat']",26/01/2024 13:11,1
zona nyaman,"['sinyal', 'im3', 'parah', 'hadeh', 'hujan', 'wa', 'jamkot']",19/01/2024 20:30,1
A2KT,"['habis', 'isi', 'pulsa', 'rp150000', 'poin', 'tidak', 'tambah']",24/01/2024 16:26,5
Natan TT,"['woy', 'jaring', 'lambat', 'benerin', 'jaring', 'nya', 'kasih', 'bintang', '5']",11/01/2024 05:48,1
Ketan Goreng,"['indosat', 'tidak', 'banget', 'sumpah', 'sinyal', 'susah', 'melulu', '2', 'adu', 'tidak', 'si', 'udahmah', 'paket', 'data', '14gb', 'hilang', 'gatau', 'jelek', 'banget', 'indosat']",24/01/2024 18:30,1
Bambang Nurdiansyah,[],17/01/2024 08:51,5
mesrachel lina sllhi,['keren'],18/01/2024 06:35,5
Anton Mobile,['bagussngat'],28/01/2024 01:54,5
Amnira,['bagus'],17/01/2024 18:48,5
Tjuk Suradji,['bagus'],12/01/2024 22:30,5
Epul Saepullah,['bagus'],27/01/2024 23:06,5
Muhamad Dalilan,"['suka', 'kelogout', 'cacat']",22/01/2024 15:47,1
agung kristiana,"['bagus', 'kerja']",13/01/2024 00:42,4
M Ilhamsyah Putra,"['haraga', 'peket', 'internet', 'murah', 'kartu', 'kartu', 'sepertikartu', 'platinum', 'paket', 'internet', 'mahal', 'beli', 'kartu', 'paket', 'murah', 'beda']",20/01/2024 17:06,3
22. Kevin andre Santoso,"['myim3', 'lm', 'jengkel', 'suka', 'potong2', 'pulsa']",17/01/2024 12:03,1
Intan Khaerynnisa,"['moga', 'masa', 'myim3', 'provider', 'isi', 'paket', 'paket', 'tidak', 'hangus']",18/01/2024 12:48,5
Tarmin,"['guna', 'setia', 'im3', 'downloadlah', 'aplikasi', 'myim3', 'guna', 'bonus', 'bonus', 'paket', 'dataayo', 'guna', 'mudah', 'cek', 'pulsacek', 'data', 'beli', 'paket', 'data', 'dan lain lain', 'myim3yesssss']",29/01/2024 10:40,5
Juli Samsung,"['detik', 'guna', 'wi', 'fi', 'cuman', 'komentar', 'bahwasannya', 'jaring', 'indosat', 'benar', 'kilang', 'tidak', 'guna', 'internet']",26/01/2024 13:20,1
Fuad Hasan,"['developer', 'fiturtombol', 'pulsa', 'aman', 'aplikasi', 'myim3', 'aplikasi', 'telkomsel', 'axisxl', 'biar', 'pulsa', 'gak', 'gampang', 'sedot', 'pas', 'tiba2', 'paket', 'data', 'habis', 'gilaaa', 'sedot', 'paket', 'data', 'langgan', 'duhhh', 'bikin', 'gak', 'betah', 'sumpah']",16/01/2024 23:11,1
euenggil sv,['mantap'],20/01/2024 21:37,5
Firman Gaming 021,"['kapok', 'lakekt', 'mtri', 'ganti', 'guna', 'emtri', 'cpt', 'tan', 'ganti', 'ngerasain', 'lelet', 'parah', 'pakai', 'telkomsel', 'enak', 'broo', 'admin', 'emtri', 'saran', 'deh', 'kartu', 'naikin', 'harga', 'kuota', 'nya', 'lelet', 'lelet', 'hadeh', 'admin', 'tidak', 'tanggung', 'jawab']",30/01/2024 18:35,1
Dedi indonesia Dream juice,"['pulsa', 'min']",24/01/2024 20:29,5
Suparjo Suparjo,"['coba', 'pakai', 'moga', 'mudah', 'tidak', 'ribet', 'iya']",20/01/2024 07:14,4
Rahel Rahel,"['aplikasi', 'ny', 'bagus']",20/01/2024 00:11,4
Official Dii.,"['bulan', 'an', 'sinyal', 'buruk', 'gara', 'kartu', 'm3turun', 'peringkat', '10', 'seluler', 'hancur', 'gara', 'emosi', 'ngadepin', 'sinyalnonton', 'vidio', 'rendah', 'loading', 'teruskouta', 'internet', 'bulan', 'mahal', 'sinyal', 'buruk', 'mungkin', 'harus', 'nya', 'ganti', 'kartu']",21/01/2024 08:47,1
Toni Asgar,"['elor', 'anjung', 'apdet', 'bhangsat']",18/01/2024 13:12,1
Nk Gen_z,['mantap'],14/01/2024 12:46,5
jarot crot,['ok'],14/01/2024 10:23,5
Ahmad Rifai,"['aplikasi', 'taii', 'beli', 'paket', 'gagal', 'uangnyapulsa', 'tidak', 'kembaliin', 'gobloc']",26/01/2024 15:30,1
adfly ae,"['maksimal', 'layan', 'plus', 'banyakin', 'promo', 'profider', 'belah', 'mahal', 'main', 'paket', 'internet', 'gilir', 'pakai', 'desak', 'tidak', 'paksa', 'beli', 'belah']",12/01/2024 04:54,5
Kelvin Gustian,"['jaring', 'kntl']",13/01/2024 13:46,1
Sutiyah Sutiyah,"['jelek', 'banget', 'fitur', 'nya', 'bagus']",11/01/2024 12:54,1
Fikih Fakhodin,"['paket', 'mahal', 'sinyal', 'murah']",26/01/2024 13:06,1
Gea ZTX,"['jaring', 'putus', 'nyambung', 'kadang', 'penuh', 'jaring', 'terang', 'tidak', 'jaring']",26/01/2024 12:25,1
sofyan bastary,[],18/01/2024 16:48,4
Fahmi Amix,"['operator', 'tidak', 'beli', 'kuota']",15/01/2024 00:27,2
Khudori manan,"['halo', 'edit', 'ulas', 'kartu', 'nama', 'telkomsel', 'dan lain lain', 'jaring', 'luas', 'indosat', 'paket', 'bulan', 'tidak', 'mahal', 'indosat', 'konsumen', 'indosat', 'kecewa', 'data', 'kontak', 'indosat', 'maka', 'tahan', 'hubung', 'kualitas', 'paket', 'internet', 'buruk', 'harga', 'lebih', 'brand', 'kualitas', 'kualitas', 'indosat', 'tidak', 'sadar', 'sungguh', 'bintang', '0000001', 'ikan']",29/01/2024 17:10,1
syachrullifebriany Febriany,[],18/01/2024 03:53,5
TETEBATU SMILE,['baik'],10/01/2024 13:51,5
Ubaidilah Bin Aria Subarna,"['alam', 'senang', 'gabung', 'im3', 'indosat', 'oredoodengan', 'benefit', 'harga', 'bonus', 'murah', 'jadi', 'alam', 'untung', 'guna', 'jaring', 'providersemoga', 'im3', 'bonus', 'harga', 'puas', 'penggunanyaterima', 'kasih']",25/01/2024 00:38,5
Jon Afrinal,"['sangt', 'suka']",19/01/2024 08:15,5
Istanto Anto,"['aplikasi', 'error', 'susah', 'buka']",10/01/2024 05:11,2
komsiyah afriyani,"['ada', 'promo', 'tarik', 'harga', 'terjaangkau']",12/01/2024 11:59,5
meta fitrilia,"['agak', 'mahal', 'kartu', 'm3']",28/01/2024 04:18,4
Raysa Maysarah,['baguuuuus'],24/01/2024 08:24,5
Zaber Rasta,"['jaring', 'benerin', 'kids']",22/01/2024 01:29,1
HENDRA KURNIAWAN hendra,['baik'],18/01/2024 14:21,5
Ahmad Arifudin,"['harga', 'paket', 'mahal', 'mahal', 'sinyal', 'hilang', 'kuota', 'boros', 'tidak', 'harga', 'paket', 'isi', 'voucer', 'sulit', 'lokasiharus', 'thetring', 'hilangin', 'bintang']",17/01/2024 06:26,1
Danny Surakhman,['bagus'],19/01/2024 10:45,5
zero two,"['sinyal', 'hilang', 'kuota', '3', 'tidak', 'pakai']",27/01/2024 08:07,1
